jaar_week;datum_maandag;gemeente;domein_code;regeling_code;zaaktype;ingediend_aantal;ingediend_cumul;beschikt_aantal;beschikt_cumul;toegekend_aantal;toegekend_cumul;afgewezen_aantal;afgewezen_cumul;anders_afgehandeld_aantal;anders_afgehandeld_cumul;afgerond_aantal;afgerond_cumul;besch_totaal_eur;besch_totaal_cumul_eur;besch_schade_eur;besch_schade_cumul_eur;bet_schade_eur;bet_schade_cumul_eur;bet_totaal_eur;bet_totaal_cumul_eur;aos_gegrond_aantal;aos_gegrond_cumul;laad_dt
2024_07;2024-02-12;Groningen;FYSIEK;FS;S;0;61293;191;44659;169;40753;22;3906;16;11009;207;55668;426376003,1;1,20689E+11;380828158,7;1,10287E+11;383701631,8;1,10375E+11;429852863,4;1,21168E+11;;;2025-04-18T09:23:33
2024_07;2024-02-12;Groningen;FYSIEK;VES;SV;0;17961;51;15414;49;14338;2;1076;0;2389;51;17803;7155000;5403375000;7155000;5403375000;7155000;5403375000;7155000;5403375000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Groningen;WDL;WD;W;1;27185;3;26926;0;0;3;26926;0;253;3;27179;39744,61448;5100101844;35995,90448;4839137822;35995,89;2833384727;39744,6;3287131016;;;2025-04-18T09:23:33
2024_07;2024-02-12;Het Hogeland;FYSIEK;FS;S;70;19555;58;14856;55;13947;3;909;15;1843;73;16699;204584030,6;48573447786;179097390,9;44275516340;184790035,2;44532143531;210805611,8;49274198248;;;2025-04-18T09:23:33
2024_07;2024-02-12;Het Hogeland;FYSIEK;VES;SV;8;1313;5;1165;4;1005;1;160;0;117;5;1282;1310000;329030000;1310000;329030000;1310000;329030000;1310000;329030000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Het Hogeland;WDL;WD;W;0;21889;0;21653;0;0;0;21653;0;235;0;21888;;6246754231;;5942549889;;4274462790;;4826452840;;;2025-04-18T09:23:33
2024_07;2024-02-12;Midden-Groningen;FYSIEK;FS;S;1;21861;60;16700;56;15413;4;1287;14;2055;74;18755;160495760,7;45568540967;138763507,7;41374608248;140191677,1;40956638542;162176475,7;45561316267;;;2025-04-18T09:23:33
2024_07;2024-02-12;Midden-Groningen;FYSIEK;VES;SV;0;1793;0;1587;0;1366;0;221;0;184;0;1771;805000;434590000;805000;434590000;805000;434590000;805000;434590000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Midden-Groningen;WDL;WD;W;5;26395;5;26178;0;0;5;26178;0;207;5;26385;143579,6312;5836055927;129970,7212;5537705906;133245,53;5691049626;148491,24;5999232433;;;2025-04-18T09:23:33
2024_07;2024-02-12;Noardeast-Fryslân;FYSIEK;FS;S;0;374;1;249;1;138;0;111;0;94;1;343;520216,45;247361056,1;436625,42;223862834,8;474952,45;228458594,6;570423,11;253989024,7;;;2025-04-18T09:23:33
2024_07;2024-02-12;Noardeast-Fryslân;FYSIEK;VES;SV;0;561;0;533;0;495;0;38;0;24;0;557;210000;102545000;210000;102545000;210000;102545000;210000;102545000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Noordenveld;FYSIEK;FS;S;0;5456;4;3729;2;3088;2;641;0;1367;4;5096;5466801,34;6141131715;4512576,59;5649234632;4734625,2;5705692119;5767477,52;6269660258;;;2025-04-18T09:23:33
2024_07;2024-02-12;Noordenveld;FYSIEK;VES;SV;0;5403;5;5042;5;4685;0;357;0;330;5;5372;1635000;896525000;1635000;896525000;1635000;896780000;1635000;896780000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Oldambt;FYSIEK;FS;S;0;12807;16;10149;7;8650;9;1499;0;1750;16;11899;10877818,85;17488868172;9075922,93;16162598595;9621548,15;16347071478;11537729,15;17715359043;;;2025-04-18T09:23:33
2024_07;2024-02-12;Oldambt;FYSIEK;VES;SV;0;2811;4;2505;3;2318;1;187;0;281;4;2786;1005000;580530000;1005000;580530000;1005000;580530000;1005000;580530000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Ooststellingwerf;FYSIEK;FS;S;0;195;0;182;0;10;0;172;0;9;0;191;;13008740,84;;11789530,15;0;11789530,15;7000;42286715,84;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;IMS;IMK;BZ;9;145;18;50;0;0;18;50;0;3;18;53;1082052;9284672;1075500;9236000;1075500;9236000;1082052;9284672;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;IMS;IMS;BZ;3;7321;149;5644;0;0;149;5644;1;638;150;6282;10879836;1875759256;10855500;1872736488;10855500;1874725864;10879836;1877512756;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;WDL;NAMCO;BZ;1;179;0;144;0;0;0;144;0;15;0;159;224918,4741;29001438,19;190143,7341;25034545,5;190143,7339;25034545,49;224918,4739;29001438,18;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;WDL;WNW;BZ;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;FYSIEK;VES;BZ;2;588;0;31;0;0;0;31;1;410;1;441;107100;27604600;105000;27475000;105000;27475000;107100;27604600;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;FYSIEK;FS;BZ;20;8504;72;4937;70;315;2;4622;1;885;73;5822;12289499,81;4467543974;10176411,61;3664067643;6710157,5;3148942798;8492095,7;3940516201;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;;;BZ;0;255;8;167;0;0;8;167;0;38;8;205;47625;15549620,35;47625;12620907,04;450;4757813,04;3075;8042945,35;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;WDL;WD;BZ;1;10895;2;6430;0;0;2;6430;0;484;2;6914;;0;;0;;0;;0;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;IMS;IMK;IMK;154;13341;324;12207;183;10540;141;1667;1;75;325;12282;;0;14181000;1262353500;14751000;1265095500;14751000;1265095500;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;IMS;IMS;IMS;0;73212;0;71824;0;39210;0;32614;0;874;0;72698;;4464500000;;4464500000;;4463373000;;4468145000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;FYSIEK;FS;S;1;1380;2;824;2;413;0;411;5;271;7;1095;15345820,32;2138726069;13593358,74;1955032873;14062668,84;1926506780;15899835,46;2134021818;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;FYSIEK;VES;SV;0;408;0;390;0;330;0;60;0;13;0;403;280000;60020000;280000;60020000;280000;60020000;280000;60020000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Overig;WDL;WD;W;17;20680;15;20100;0;0;15;20100;0;526;15;20626;643261,1383;3753963562;578091,2883;3548772086;573464,32;3332776661;639101,84;3564562117;;;2025-04-18T09:23:33
2024_07;2024-02-12;Pekela;FYSIEK;FS;S;0;3051;1;2238;1;1257;0;981;0;619;1;2857;1073642,97;2352206410;857024,54;2149655586;913129,26;2175210549;1197074,81;2611482538;;;2025-04-18T09:23:33
2024_07;2024-02-12;Pekela;FYSIEK;VES;SV;0;946;0;861;0;787;0;74;0;83;0;944;70000;214575000;70000;214575000;70000;214575000;70000;214575000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Stadskanaal;FYSIEK;FS;S;0;347;0;329;0;20;0;309;0;15;0;344;;30006941,59;;28283212,72;;30987327,72;;56646151,59;;;2025-04-18T09:23:33
2024_07;2024-02-12;Tynaarlo;FYSIEK;FS;S;0;6524;4;4537;1;4045;3;492;2;1584;6;6121;5821506,23;8615237909;4799213,49;8009905731;4997777,73;8042842590;6091018,83;8670529609;;;2025-04-18T09:23:33
2024_07;2024-02-12;Tynaarlo;FYSIEK;VES;SV;0;5719;4;5351;4;4950;0;401;2;319;6;5670;2345000;1036055000;2345000;1036055000;2345000;1036055000;2345000;1036055000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Veendam;FYSIEK;FS;S;0;9719;8;7706;6;6680;2;1026;0;1464;8;9170;5762363,06;12460423134;4719305,06;11524585417;4978545,16;11562610416;6105042,39;12549135983;;;2025-04-18T09:23:33
2024_07;2024-02-12;Veendam;FYSIEK;VES;SV;0;2547;1;2222;1;2030;0;192;0;295;1;2517;1170000;489655000;1170000;489655000;1170000;489655000;1170000;489655000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Veendam;WDL;WD;W;1;680;2;668;0;0;2;668;0;8;2;676;31940,57171;67438091,21;27891,53171;63517859,71;27891,58;63750045,09;31940,62;67686905,71;;;2025-04-18T09:23:33
2024_07;2024-02-12;Westerkwartier;FYSIEK;FS;S;1;11488;20;8317;16;6690;4;1627;3;2382;23;10699;21951531,04;15527457322;18984541,2;14319113908;20039390,87;14584215203;23244491,31;15881089751;;;2025-04-18T09:23:33
2024_07;2024-02-12;Westerkwartier;FYSIEK;VES;SV;0;8449;10;7828;10;7213;0;615;0;573;10;8401;1735000;1387745000;1735000;1387745000;1735000;1390755000;1735000;1390755000;;;2025-04-18T09:23:33
2024_07;2024-02-12;Westerkwartier;WDL;WD;W;1;1070;0;1063;0;0;0;1063;0;6;0;1069;;214380456,7;;203024349,1;;205641933;;217141458,5;;;2025-04-18T09:23:33
2024_07;2024-02-12;Westerwolde;FYSIEK;FS;S;0;1042;1;1002;1;132;0;870;0;19;1;1021;56399,27;304557587,8;39823,01;282761470,8;39823,01;289576169,7;63399,27;482646649,3;;;2025-04-18T09:23:33
2024_08;2024-02-19;Aa en Hunze;FYSIEK;FS;S;0;1491;1;1049;1;633;0;416;0;316;1;1365;1263019,61;1442417551;1001023,78;1307900732;1056838,42;1315282723;1330760,29;1453374936;;;2025-04-18T09:23:33
2024_08;2024-02-19;Aa en Hunze;FYSIEK;VES;SV;0;1371;4;1299;4;1176;0;123;0;65;4;1364;335000;215835000;335000;215835000;335000;215835000;335000;215835000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Assen;FYSIEK;FS;S;0;454;0;431;0;34;0;397;0;20;0;451;;95711258,18;;88676694,57;;90230902,57;;124694849,2;;;2025-04-18T09:23:33
2024_08;2024-02-19;Assen;FYSIEK;VES;SV;0;60;1;55;1;38;0;17;0;4;1;59;120000;11275000;120000;11275000;120000;11275000;120000;11275000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Eemsdelta;FYSIEK;FS;S;107;21056;70;15574;62;14379;8;1195;3;2698;73;18272;147722453,8;50608869135;130198091,3;45987155181;132346097,5;46140110145;150268751,5;51384026405;;;2025-04-18T09:23:33
2024_08;2024-02-19;Eemsdelta;FYSIEK;VES;SV;7;873;2;722;2;555;0;167;1;114;3;836;1220000;201840000;1220000;201840000;1220000;201840000;1220000;201840000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Eemsdelta;WDL;WD;W;3;20905;4;20647;0;0;4;20647;0;249;4;20896;40079,48486;8327482979;36182,79486;7938468173;36182,79;5719498267;40079,48;6062344326;;;2025-04-18T09:23:33
2024_08;2024-02-19;Groningen;FYSIEK;FS;S;2;61295;160;44819;147;40900;13;3919;10;11019;170;55838;404900762,8;1,21094E+11;360932311,9;1,10648E+11;363805785;1,10738E+11;408377623,1;1,21576E+11;;;2025-04-18T09:23:33
2024_08;2024-02-19;Groningen;FYSIEK;VES;SV;2;17963;31;15445;30;14368;1;1077;0;2389;31;17834;5275000;5408650000;5275000;5408650000;5275000;5408650000;5275000;5408650000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Groningen;WDL;WD;W;2;27187;5;26931;0;0;5;26931;0;253;5;27184;28389,01034;5100130233;25711,36034;4839163533;25711,35;2833410439;28389;3287159405;;;2025-04-18T09:23:33
2024_08;2024-02-19;Het Hogeland;FYSIEK;FS;S;58;19613;80;14936;79;14026;1;910;2;1845;82;16781;203470186,2;48776917972;178270585,4;44453786925;183440054,5;44715583585;209168592,2;49483366840;;;2025-04-18T09:23:33
2024_08;2024-02-19;Het Hogeland;FYSIEK;VES;SV;11;1324;4;1169;3;1008;1;161;0;117;4;1286;1580000;330610000;1580000;330610000;1580000;330610000;1580000;330610000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Het Hogeland;WDL;WD;W;1;21890;1;21654;0;0;1;21654;0;235;1;21889;64101,85915;6246818333;57836,85915;5942607726;57836,87;4274520627;64101,87;4826516942;;;2025-04-18T09:23:33
2024_08;2024-02-19;Midden-Groningen;FYSIEK;FS;S;3;21864;70;16770;64;15477;6;1293;1;2056;71;18826;155308990,8;45723849957;134035797,5;41508644045;135463966,9;41092102509;156989705,7;45718305972;;;2025-04-18T09:23:33
2024_08;2024-02-19;Midden-Groningen;FYSIEK;VES;SV;0;1793;5;1592;5;1371;0;221;0;184;5;1776;705000;435295000;705000;435295000;705000;435295000;705000;435295000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Midden-Groningen;WDL;WD;W;6;26401;4;26182;0;0;4;26182;2;209;6;26391;145549,7549;5836201477;131623,5949;5537837529;131623,58;5691181250;145549,74;5999377983;;;2025-04-18T09:23:33
2024_08;2024-02-19;Noardeast-Fryslân;FYSIEK;FS;S;0;374;1;250;1;139;0;111;0;94;1;344;511492,87;247872549;430803,35;224293638,1;469130,38;228927725;561699,53;254550724,3;;;2025-04-18T09:23:33
2024_08;2024-02-19;Noardeast-Fryslân;FYSIEK;VES;SV;0;561;1;534;1;496;0;38;0;24;1;558;170000;102715000;170000;102715000;170000;102715000;170000;102715000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Noordenveld;FYSIEK;FS;S;0;5456;6;3735;3;3091;3;644;2;1369;8;5104;5301094,73;6146432810;4365906,75;5653600539;4587955,36;5710280074;5601770,91;6275262029;;;2025-04-18T09:23:33
2024_08;2024-02-19;Noordenveld;FYSIEK;VES;SV;0;5403;5;5047;5;4690;0;357;0;330;5;5377;1240000;897765000;1240000;897765000;1240000;898020000;1240000;898020000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Oldambt;FYSIEK;FS;S;0;12807;9;10158;7;8657;2;1501;0;1750;9;11908;10685685,66;17499553858;8909443,87;16171508039;9455069,09;16356526547;11345595,96;17726704639;;;2025-04-18T09:23:33
2024_08;2024-02-19;Oldambt;FYSIEK;VES;SV;0;2811;3;2508;3;2321;0;187;1;282;4;2790;795000;581325000;795000;581325000;795000;581325000;795000;581325000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Ooststellingwerf;FYSIEK;FS;S;0;195;0;182;0;10;0;172;0;9;0;191;;13008740,84;;11789530,15;0;11789530,15;7000;42293715,84;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;IMS;IMK;BZ;5;150;7;57;0;0;7;57;0;3;7;60;1049552;10334224;1043000;10279000;1043000;10279000;1049552;10334224;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;IMS;IMS;BZ;2;7323;124;5768;0;0;124;5768;1;639;125;6407;9386840;1885146096;9365000;1882101488;9365000;1884090864;9386840;1886899596;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;WDL;NAMCO;BZ;0;179;0;144;0;0;0;144;0;15;0;159;224918,4741;29226356,66;190143,7341;25224689,23;190143,7339;25224689,23;224918,4739;29226356,66;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;WDL;WNW;BZ;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;FYSIEK;VES;BZ;3;591;2;33;0;0;2;33;0;410;2;443;57100;27661700;55000;27530000;55000;27530000;57100;27661700;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;FYSIEK;FS;BZ;16;8520;145;5082;141;456;4;4626;1;886;146;5968;12348437,18;4479892411;10209656,91;3674277300;6790543,25;3155733341;8604195,03;3949120396;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;;;BZ;2;257;1;168;0;0;1;168;2;40;3;208;11250;15560870,35;11250;12632157,04;105;4757918,04;855;8043800,35;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;WDL;WD;BZ;4;10899;2;6432;0;0;2;6432;0;484;2;6916;;0;;0;;0;;0;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;IMS;IMK;IMK;134;13475;226;12433;142;10682;84;1751;0;75;226;12508;;0;12894000;1275247500;13770500;1278866000;13770500;1278866000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;IMS;IMS;IMS;0;73212;0;71824;0;39210;0;32614;0;874;0;72698;;4464500000;;4464500000;;4463373000;;4468145000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;FYSIEK;FS;S;1;1381;2;826;2;415;0;411;0;271;2;1097;15261387,92;2153987457;13516232,01;1968549105;13985542,11;1940492323;15815403,06;2149837222;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;FYSIEK;VES;SV;0;408;3;393;3;333;0;60;0;13;3;406;190000;60210000;190000;60210000;190000;60210000;190000;60210000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Overig;WDL;WD;W;6;20686;25;20125;0;0;25;20125;0;526;25;20651;498194,3148;3754461756;446554,0048;3549218640;443249,06;3333219910;495223,42;3565057340;;;2025-04-18T09:23:33
2024_08;2024-02-19;Pekela;FYSIEK;FS;S;0;3051;1;2239;0;1257;1;982;0;619;1;2858;1065300,32;2353271711;850895,99;2150506482;907000,71;2176117549;1188732,16;2612671270;;;2025-04-18T09:23:33
2024_08;2024-02-19;Pekela;FYSIEK;VES;SV;0;946;0;861;0;787;0;74;0;83;0;944;70000;214645000;70000;214645000;70000;214645000;70000;214645000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Stadskanaal;FYSIEK;FS;S;0;347;0;329;0;20;0;309;0;15;0;344;;30006941,59;;28283212,72;;30987327,72;;56646151,59;;;2025-04-18T09:23:33
2024_08;2024-02-19;Tynaarlo;FYSIEK;FS;S;0;6524;8;4545;7;4052;1;493;2;1586;10;6131;5621065,87;8620858975;4616177,55;8014521909;4814741,79;8047657332;5890578,47;8676420188;;;2025-04-18T09:23:33
2024_08;2024-02-19;Tynaarlo;FYSIEK;VES;SV;0;5719;10;5361;10;4960;0;401;0;319;10;5680;1970000;1038025000;1970000;1038025000;1970000;1038025000;1970000;1038025000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Veendam;FYSIEK;FS;S;0;9719;13;7719;5;6685;8;1034;0;1464;13;9183;5561734,71;12465984869;4558015,2;11529143432;4817255,3;11567427671;5904414,04;12555040397;;;2025-04-18T09:23:33
2024_08;2024-02-19;Veendam;FYSIEK;VES;SV;0;2547;3;2225;3;2033;0;192;0;295;3;2520;1005000;490660000;1005000;490660000;1005000;490660000;1005000;490660000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Veendam;WDL;WD;W;1;681;2;670;0;0;2;670;1;9;3;679;18145,07886;67456236,29;15817,48886;63533677,2;15817,54;63765862,63;18145,13;67705050,84;;;2025-04-18T09:23:33
2024_08;2024-02-19;Westerkwartier;FYSIEK;FS;S;2;11490;9;8326;6;6696;3;1630;2;2384;11;10710;21404387,24;15548861709;18503784,54;14337617692;19558634,21;14603773837;22697347,51;15903787098;;;2025-04-18T09:23:33
2024_08;2024-02-19;Westerkwartier;FYSIEK;VES;SV;1;8450;7;7835;6;7219;1;616;2;575;9;8410;1070000;1388815000;1070000;1388815000;1070000;1391825000;1070000;1391825000;;;2025-04-18T09:23:33
2024_08;2024-02-19;Westerkwartier;WDL;WD;W;0;1070;0;1063;0;0;0;1063;0;6;0;1069;;214380456,7;;203024349,1;;205641933;;217141458,5;;;2025-04-18T09:23:33
2024_08;2024-02-19;Westerwolde;FYSIEK;FS;S;0;1042;0;1002;0;132;0;870;0;19;0;1021;33072,83;304590660,6;22450,61;282783921,5;22450,61;289598620,3;40072,83;482686722,1;;;2025-04-18T09:23:33
2024_09;2024-02-26;Aa en Hunze;FYSIEK;FS;S;0;1491;4;1053;3;636;1;417;0;316;4;1369;1090143,75;1443507695;845306,7;1308746039;901121,34;1316183844;1157884,43;1454532820;;;2025-04-18T09:23:33
2024_09;2024-02-26;Aa en Hunze;FYSIEK;VES;SV;0;1371;0;1299;0;1176;0;123;0;65;0;1364;175000;216010000;175000;216010000;175000;216010000;175000;216010000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Assen;FYSIEK;FS;S;0;454;0;431;0;34;0;397;0;20;0;451;;95711258,18;;88676694,57;;90230902,57;;124694849,2;;;2025-04-18T09:23:33
2024_09;2024-02-26;Assen;FYSIEK;VES;SV;0;60;0;55;0;38;0;17;0;4;0;59;70000;11345000;70000;11345000;70000;11345000;70000;11345000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Eemsdelta;FYSIEK;FS;S;61;21117;55;15629;50;14429;5;1200;8;2706;63;18335;145959051,5;50754828187;128648242,1;46115803423;130796248,2;46270906393;148505349,2;51532531754;;;2025-04-18T09:23:33
2024_09;2024-02-26;Eemsdelta;FYSIEK;VES;SV;4;877;8;730;6;561;2;169;0;114;8;844;1280000;203120000;1280000;203120000;1280000;203120000;1280000;203120000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Eemsdelta;WDL;WD;W;7;20912;3;20650;0;0;3;20650;0;249;3;20899;40079,48486;8327523059;36182,79486;7938504356;36182,79;5719534449;40079,48;6062384406;;;2025-04-18T09:23:33
2024_09;2024-02-26;Groningen;FYSIEK;FS;S;1;61296;110;44929;98;40998;12;3931;7;11026;117;55955;388187846,5;1,21482E+11;345497129,1;1,10993E+11;348370602,3;1,11087E+11;391664706,9;1,21968E+11;;;2025-04-18T09:23:33
2024_09;2024-02-26;Groningen;FYSIEK;VES;SV;0;17963;16;15461;16;14384;0;1077;0;2389;16;17850;4140000;5412790000;4140000;5412790000;4140000;5412790000;4140000;5412790000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Groningen;WDL;WD;W;3;27190;1;26932;0;0;1;26932;0;253;1;27185;;5100130233;;4839163533;;2833410439;;3287159405;;;2025-04-18T09:23:33
2024_09;2024-02-26;Het Hogeland;FYSIEK;FS;S;56;19669;47;14983;45;14071;2;912;7;1852;54;16835;203808255,5;48980726227;178822676,6;44632609602;183352169,2;44898935754;208866684,9;49692233525;;;2025-04-18T09:23:33
2024_09;2024-02-26;Het Hogeland;FYSIEK;VES;SV;3;1327;5;1174;4;1012;1;162;0;117;5;1291;1430000;332040000;1430000;332040000;1430000;332040000;1430000;332040000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Het Hogeland;WDL;WD;W;0;21890;0;21654;0;0;0;21654;0;235;0;21889;64101,85915;6246882435;57836,85915;5942665563;57836,87;4274578464;64101,87;4826581044;;;2025-04-18T09:23:33
2024_09;2024-02-26;Midden-Groningen;FYSIEK;FS;S;2;21866;34;16804;28;15505;6;1299;11;2067;45;18871;151340839,7;45875190797;130404135,6;41639048181;131832305;41223934814;153021554,7;45871327527;;;2025-04-18T09:23:33
2024_09;2024-02-26;Midden-Groningen;FYSIEK;VES;SV;0;1793;2;1594;2;1373;0;221;0;184;2;1778;440000;435735000;440000;435735000;440000;435735000;440000;435735000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Midden-Groningen;WDL;WD;W;5;26406;4;26186;0;0;4;26186;0;209;4;26395;109839,3692;5836311316;97189,54922;5537934719;97189,51;5691278439;109839,33;5999487822;;;2025-04-18T09:23:33
2024_09;2024-02-26;Noardeast-Fryslân;FYSIEK;FS;S;0;374;0;250;0;139;0;111;1;95;1;345;503514,83;248376063,8;425012,91;224718651;463339,94;229391064,9;553721,49;255104445,7;;;2025-04-18T09:23:33
2024_09;2024-02-26;Noardeast-Fryslân;FYSIEK;VES;SV;0;561;0;534;0;496;0;38;0;24;0;558;140000;102855000;140000;102855000;140000;102855000;140000;102855000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Noordenveld;FYSIEK;FS;S;0;5456;8;3743;5;3096;3;647;0;1369;8;5112;5017681,72;6151450492;4114096,05;5657714635;4336144,66;5714616219;5318357,9;6280580387;;;2025-04-18T09:23:33
2024_09;2024-02-26;Noordenveld;FYSIEK;VES;SV;0;5403;7;5054;7;4697;0;357;0;330;7;5384;945000;898710000;945000;898710000;945000;898965000;945000;898965000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Oldambt;FYSIEK;FS;S;0;12807;11;10169;8;8665;3;1504;0;1750;11;11919;10259547,83;17509813406;8534598,04;16180042637;9080223,26;16365606770;10919458,13;17737624097;;;2025-04-18T09:23:33
2024_09;2024-02-26;Oldambt;FYSIEK;VES;SV;0;2811;2;2510;1;2322;1;188;0;282;2;2792;625000;581950000;625000;581950000;625000;581950000;625000;581950000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Ooststellingwerf;FYSIEK;FS;S;0;195;0;182;0;10;0;172;0;9;0;191;;13008740,84;;11789530,15;0;11789530,15;7000;42300715,84;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;IMS;IMK;BZ;9;159;10;67;0;0;10;67;0;3;10;70;1112552;11446776;1106000;11385000;1106000;11385000;1112552;11446776;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;IMS;IMS;BZ;3;7326;96;5864;0;0;96;5864;7;646;103;6510;8237340;1893383436;8215500;1890316988;8215500;1892306364;8237340;1895136936;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;WDL;NAMCO;BZ;2;181;2;146;0;0;2;146;0;15;2;161;223178,6403;29449535,3;188305,5103;25412994,74;188305,5101;25412994,74;223178,6401;29449535,3;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;WDL;WNW;BZ;1;2;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;FYSIEK;VES;BZ;0;591;0;33;0;0;0;33;0;410;0;443;37100;27698800;35000;27565000;35000;27565000;37100;27698800;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;FYSIEK;FS;BZ;12;8532;150;5232;149;605;1;4627;1;887;151;6119;12304764,66;4492197176;10151228,6;3684428529;6819966,65;3162553307;8662879,08;3957783275;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;;;BZ;1;258;0;168;0;0;0;168;0;40;0;208;10500;15571370,35;10500;12642657,04;105;4758023,04;105;8043905,35;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;WDL;WD;BZ;6;10905;3;6435;0;0;3;6435;1;485;4;6920;;0;;0;;0;;0;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;IMS;IMK;IMK;114;13589;204;12637;132;10814;72;1823;0;75;204;12712;;0;11369000;1286616500;12583500;1291449500;12583500;1291449500;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;IMS;IMS;IMS;0;73212;0;71824;0;39210;0;32614;0;874;0;72698;;4464500000;;4464500000;;4463373000;;4468145000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;FYSIEK;FS;S;3;1384;1;827;0;415;1;412;2;273;3;1100;15340422,81;2169327880;13590597,71;1982139702;14059907,81;1954552230;15894437,95;2165731659;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;FYSIEK;VES;SV;0;408;0;393;0;333;0;60;0;13;0;406;70000;60280000;70000;60280000;70000;60280000;70000;60280000;;;2025-04-18T09:23:33
2024_09;2024-02-26;Overig;WDL;WD;W;15;20701;18;20143;0;0;18;20143;1;527;19;20670;270502,3799;3754732258;240725,7399;3549459366;240725,71;3333460636;270502,35;3565327843;;;2025-04-18T09:23:33
2024_09;2024-02-26;Pekela;FYSIEK;FS;S;0;3051;1;2240;0;1257;1;983;0;619;1;2859;1065300,32;2354337011;850895,99;2151357378;907000,71;2177024550;1188732,16;2613860002;;;2025-04-18T09:23:33
2024_09;2024-02-26;Pekela;FYSIEK;VES;SV;1;947;0;861;0;787;0;74;0;83;0;944;130000;214775000;130000;214775000;130000;214775000;130000;214775000;;;2025-04-18T09:23:33
